0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
1159 http fetch GET 200 https://registry.npmjs.org/strip-bom 439ms (cache miss)
1160 silly packumentCache corgi:https://registry.npmjs.org/strip-bom set size:undefined disposed:false
1161 http fetch GET 200 https://registry.npmjs.org/strip-final-newline 441ms (cache miss)
1162 silly packumentCache corgi:https://registry.npmjs.org/strip-final-newline set size:undefined disposed:false
1163 http fetch GET 200 https://registry.npmjs.org/unicode-match-property-value-ecmascript 443ms (cache miss)
1164 silly packumentCache corgi:https://registry.npmjs.org/unicode-match-property-value-ecmascript set size:undefined disposed:false
1165 http fetch GET 200 https://registry.npmjs.org/strip-ansi 444ms (cache miss)
1166 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
1167 http fetch GET 200 https://registry.npmjs.org/string-width 445ms (cache miss)
1168 silly packumentCache corgi:https://registry.npmjs.org/string-width set size:undefined disposed:false
1169 http fetch GET 200 https://registry.npmjs.org/tar 448ms (cache miss)
1170 silly packumentCache corgi:https://registry.npmjs.org/tar set size:undefined disposed:false
1171 http fetch GET 200 https://registry.npmjs.org/stacktrace-parser 450ms (cache miss)
1172 silly packumentCache corgi:https://registry.npmjs.org/stacktrace-parser set size:undefined disposed:false
1173 http fetch GET 200 https://registry.npmjs.org/strip-ansi 459ms (cache miss)
1174 silly packumentCache corgi:https://registry.npmjs.org/strip-ansi set size:undefined disposed:false
1175 http fetch GET 200 https://registry.npmjs.org/statuses 460ms (cache miss)
1176 silly packumentCache corgi:https://registry.npmjs.org/statuses set size:undefined disposed:false
1177 http fetch GET 200 https://registry.npmjs.org/stream-buffers 461ms (cache miss)
1178 silly packumentCache corgi:https://registry.npmjs.org/stream-buffers set size:undefined disposed:false
1179 http fetch GET 200 https://registry.npmjs.org/string-length 462ms (cache miss)
1180 silly packumentCache corgi:https://registry.npmjs.org/string-length set size:undefined disposed:false
1181 http fetch GET 200 https://registry.npmjs.org/stack-generator 465ms (cache miss)
1182 silly packumentCache corgi:https://registry.npmjs.org/stack-generator set size:undefined disposed:false
1183 http fetch GET 200 https://registry.npmjs.org/stacktrace-js 469ms (cache miss)
1184 silly packumentCache corgi:https://registry.npmjs.org/stacktrace-js set size:undefined disposed:false
1185 http fetch GET 200 https://registry.npmjs.org/source-map-js 471ms (cache miss)
1186 silly packumentCache corgi:https://registry.npmjs.org/source-map-js set size:undefined disposed:false
1187 http fetch GET 200 https://registry.npmjs.org/stackframe 476ms (cache miss)
1188 silly packumentCache corgi:https://registry.npmjs.org/stackframe set size:undefined disposed:false
1189 http fetch GET 200 https://registry.npmjs.org/string-width 478ms (cache miss)
1190 silly packumentCache corgi:https://registry.npmjs.org/string-width set size:undefined disposed:false
1191 http fetch GET 200 https://registry.npmjs.org/sprintf-js 479ms (cache miss)
1192 silly packumentCache corgi:https://registry.npmjs.org/sprintf-js set size:undefined disposed:false
1193 http fetch GET 200 https://registry.npmjs.org/slash 480ms (cache miss)
1194 silly packumentCache corgi:https://registry.npmjs.org/slash set size:undefined disposed:false
1195 http fetch GET 200 https://registry.npmjs.org/source-map 481ms (cache miss)
1196 silly packumentCache corgi:https://registry.npmjs.org/source-map set size:undefined disposed:false
1197 http fetch GET 200 https://registry.npmjs.org/stack-utils 482ms (cache miss)
1198 silly packumentCache corgi:https://registry.npmjs.org/stack-utils set size:undefined disposed:false
1199 http fetch GET 200 https://registry.npmjs.org/stacktrace-gps 482ms (cache miss)
1200 silly packumentCache corgi:https://registry.npmjs.org/stacktrace-gps set size:undefined disposed:false
1201 http fetch GET 200 https://registry.npmjs.org/sisteransi 487ms (cache miss)
1202 silly packumentCache corgi:https://registry.npmjs.org/sisteransi set size:undefined disposed:false
1203 http fetch GET 200 https://registry.npmjs.org/signal-exit 492ms (cache miss)
1204 silly packumentCache corgi:https://registry.npmjs.org/signal-exit set size:undefined disposed:false
1205 http fetch GET 200 https://registry.npmjs.org/source-map-support 495ms (cache miss)
1206 silly packumentCache corgi:https://registry.npmjs.org/source-map-support set size:undefined disposed:false
1207 http fetch GET 200 https://registry.npmjs.org/simple-plist 496ms (cache miss)
1208 silly packumentCache corgi:https://registry.npmjs.org/simple-plist set size:undefined disposed:false
1209 http fetch GET 200 https://registry.npmjs.org/slugify 497ms (cache miss)
1210 silly packumentCache corgi:https://registry.npmjs.org/slugify set size:undefined disposed:false
1211 http fetch GET 200 https://registry.npmjs.org/shell-quote 500ms (cache miss)
1212 silly packumentCache corgi:https://registry.npmjs.org/shell-quote set size:undefined disposed:false
1213 http fetch GET 200 https://registry.npmjs.org/shebang-regex 501ms (cache miss)
1214 silly packumentCache corgi:https://registry.npmjs.org/shebang-regex set size:undefined disposed:false
1215 http fetch GET 200 https://registry.npmjs.org/shebang-command 502ms (cache miss)
1216 silly packumentCache corgi:https://registry.npmjs.org/shebang-command set size:undefined disposed:false
1217 http fetch GET 200 https://registry.npmjs.org/server-only 503ms (cache miss)
1218 silly packumentCache corgi:https://registry.npmjs.org/server-only set size:undefined disposed:false
1219 http fetch GET 200 https://registry.npmjs.org/serve-static 504ms (cache miss)
1220 silly packumentCache corgi:https://registry.npmjs.org/serve-static set size:undefined disposed:false
1221 http fetch GET 200 https://registry.npmjs.org/setimmediate 507ms (cache miss)
1222 silly packumentCache corgi:https://registry.npmjs.org/setimmediate set size:undefined disposed:false
1223 http fetch GET 200 https://registry.npmjs.org/serialize-error 507ms (cache miss)
1224 silly packumentCache corgi:https://registry.npmjs.org/serialize-error set size:undefined disposed:false
1225 http fetch GET 200 https://registry.npmjs.org/setprototypeof 509ms (cache miss)
1226 silly packumentCache corgi:https://registry.npmjs.org/setprototypeof set size:undefined disposed:false
1227 http fetch GET 200 https://registry.npmjs.org/semver 511ms (cache miss)
1228 silly packumentCache corgi:https://registry.npmjs.org/semver set size:undefined disposed:false
1229 http fetch GET 200 https://registry.npmjs.org/send 512ms (cache miss)
1230 silly packumentCache corgi:https://registry.npmjs.org/send set size:undefined disposed:false
1231 http fetch GET 200 https://registry.npmjs.org/saxes 518ms (cache miss)
1232 silly packumentCache corgi:https://registry.npmjs.org/saxes set size:undefined disposed:false
1233 http fetch GET 200 https://registry.npmjs.org/safer-buffer 521ms (cache miss)
1234 silly packumentCache corgi:https://registry.npmjs.org/safer-buffer set size:undefined disposed:false
1235 http fetch GET 200 https://registry.npmjs.org/resolve-global 532ms (cache miss)
1236 silly packumentCache corgi:https://registry.npmjs.org/resolve-global set size:undefined disposed:false
1237 http fetch GET 200 https://registry.npmjs.org/resolve-workspace-root 532ms (cache miss)
1238 silly packumentCache corgi:https://registry.npmjs.org/resolve-workspace-root set size:undefined disposed:false
1239 http fetch GET 200 https://registry.npmjs.org/restore-cursor 533ms (cache miss)
1240 silly packumentCache corgi:https://registry.npmjs.org/restore-cursor set size:undefined disposed:false
1241 http fetch GET 200 https://registry.npmjs.org/safe-buffer 535ms (cache miss)
1242 silly packumentCache corgi:https://registry.npmjs.org/safe-buffer set size:undefined disposed:false
1243 http fetch GET 200 https://registry.npmjs.org/sax 537ms (cache miss)
1244 silly packumentCache corgi:https://registry.npmjs.org/sax set size:undefined disposed:false
1245 http fetch GET 200 https://registry.npmjs.org/typescript 543ms (cache miss)
1246 silly packumentCache corgi:https://registry.npmjs.org/typescript set size:undefined disposed:false
1247 http fetch GET 200 https://registry.npmjs.org/resolve.exports 574ms (cache miss)
1248 silly packumentCache corgi:https://registry.npmjs.org/resolve.exports set size:undefined disposed:false
1249 http fetch GET 200 https://registry.npmjs.org/resolve-from 577ms (cache miss)
1250 silly packumentCache corgi:https://registry.npmjs.org/resolve-from set size:undefined disposed:false
1251 http fetch GET 200 https://registry.npmjs.org/regjsgen 579ms (cache miss)
1252 silly packumentCache corgi:https://registry.npmjs.org/regjsgen set size:undefined disposed:false
1253 http fetch GET 200 https://registry.npmjs.org/require-from-string 580ms (cache miss)
1254 silly packumentCache corgi:https://registry.npmjs.org/require-from-string set size:undefined disposed:false
1255 http fetch GET 200 https://registry.npmjs.org/resolve 580ms (cache miss)
1256 silly packumentCache corgi:https://registry.npmjs.org/resolve set size:undefined disposed:false
1257 http fetch GET 200 https://registry.npmjs.org/requires-port 581ms (cache miss)
1258 silly packumentCache corgi:https://registry.npmjs.org/requires-port set size:undefined disposed:false
1259 http fetch GET 200 https://registry.npmjs.org/require-directory 582ms (cache miss)
1260 silly packumentCache corgi:https://registry.npmjs.org/require-directory set size:undefined disposed:false
1261 http fetch GET 200 https://registry.npmjs.org/regjsparser 582ms (cache miss)
1262 silly packumentCache corgi:https://registry.npmjs.org/regjsparser set size:undefined disposed:false
1263 http fetch GET 200 https://registry.npmjs.org/requireg 583ms (cache miss)
1264 silly packumentCache corgi:https://registry.npmjs.org/requireg set size:undefined disposed:false
1265 http fetch GET 200 https://registry.npmjs.org/resolve-cwd 584ms (cache miss)
1266 silly packumentCache corgi:https://registry.npmjs.org/resolve-cwd set size:undefined disposed:false
1267 http fetch GET 200 https://registry.npmjs.org/redent 584ms (cache miss)
1268 silly packumentCache corgi:https://registry.npmjs.org/redent set size:undefined disposed:false
1269 http fetch GET 200 https://registry.npmjs.org/regenerate-unicode-properties 584ms (cache miss)
1270 silly packumentCache corgi:https://registry.npmjs.org/regenerate-unicode-properties set size:undefined disposed:false
1271 http fetch GET 200 https://registry.npmjs.org/regenerate 585ms (cache miss)
1272 silly packumentCache corgi:https://registry.npmjs.org/regenerate set size:undefined disposed:false
1273 http fetch GET 200 https://registry.npmjs.org/regenerator-runtime 587ms (cache miss)
1274 silly packumentCache corgi:https://registry.npmjs.org/regenerator-runtime set size:undefined disposed:false
1275 http fetch GET 200 https://registry.npmjs.org/react-native-is-edge-to-edge 587ms (cache miss)
1276 silly packumentCache corgi:https://registry.npmjs.org/react-native-is-edge-to-edge set size:undefined disposed:false
1277 http fetch GET 200 https://registry.npmjs.org/qrcode-terminal 609ms (cache miss)
1278 silly packumentCache corgi:https://registry.npmjs.org/qrcode-terminal set size:undefined disposed:false
1279 http fetch GET 200 https://registry.npmjs.org/rc 611ms (cache miss)
1280 silly packumentCache corgi:https://registry.npmjs.org/rc set size:undefined disposed:false
1281 http fetch GET 200 https://registry.npmjs.org/range-parser 612ms (cache miss)
1282 silly packumentCache corgi:https://registry.npmjs.org/range-parser set size:undefined disposed:false
1283 http fetch GET 200 https://registry.npmjs.org/psl 615ms (cache miss)
1284 silly packumentCache corgi:https://registry.npmjs.org/psl set size:undefined disposed:false
1285 http fetch GET 200 https://registry.npmjs.org/queue 617ms (cache miss)
1286 silly packumentCache corgi:https://registry.npmjs.org/queue set size:undefined disposed:false
1287 http fetch GET 200 https://registry.npmjs.org/regexpu-core 623ms (cache miss)
1288 silly packumentCache corgi:https://registry.npmjs.org/regexpu-core set size:undefined disposed:false
1289 http fetch GET 200 https://registry.npmjs.org/punycode 623ms (cache miss)
1290 silly packumentCache corgi:https://registry.npmjs.org/punycode set size:undefined disposed:false
1291 http fetch GET 200 https://registry.npmjs.org/pure-rand 624ms (cache miss)
1292 silly packumentCache corgi:https://registry.npmjs.org/pure-rand set size:undefined disposed:false
1293 http fetch GET 200 https://registry.npmjs.org/react-devtools-core 631ms (cache miss)
1294 silly packumentCache corgi:https://registry.npmjs.org/react-devtools-core set size:undefined disposed:false
1295 http fetch GET 200 https://registry.npmjs.org/querystringify 634ms (cache miss)
1296 silly packumentCache corgi:https://registry.npmjs.org/querystringify set size:undefined disposed:false
1297 http fetch GET 200 https://registry.npmjs.org/proc-log 639ms (cache miss)
1298 silly packumentCache corgi:https://registry.npmjs.org/proc-log set size:undefined disposed:false
1299 http fetch GET 200 https://registry.npmjs.org/promise 643ms (cache miss)
1300 silly packumentCache corgi:https://registry.npmjs.org/promise set size:undefined disposed:false
1301 http fetch GET 200 https://registry.npmjs.org/pretty-bytes 642ms (cache miss)
1302 silly packumentCache corgi:https://registry.npmjs.org/pretty-bytes set size:undefined disposed:false
1303 http fetch GET 200 https://registry.npmjs.org/react-native-web 648ms (cache miss)
1304 silly packumentCache corgi:https://registry.npmjs.org/react-native-web set size:undefined disposed:false
1305 http fetch GET 200 https://registry.npmjs.org/postcss-value-parser 652ms (cache miss)
1306 silly packumentCache corgi:https://registry.npmjs.org/postcss-value-parser set size:undefined disposed:false
1307 http fetch GET 200 https://registry.npmjs.org/pkg-dir 654ms (cache miss)
1308 silly packumentCache corgi:https://registry.npmjs.org/pkg-dir set size:undefined disposed:false
1309 http fetch GET 200 https://registry.npmjs.org/prompts 656ms (cache miss)
1310 silly packumentCache corgi:https://registry.npmjs.org/prompts set size:undefined disposed:false
1311 http fetch GET 200 https://registry.npmjs.org/progress 662ms (cache miss)
1312 silly packumentCache corgi:https://registry.npmjs.org/progress set size:undefined disposed:false
1313 http fetch GET 200 https://registry.npmjs.org/path-scurry 663ms (cache miss)
1314 silly packumentCache corgi:https://registry.npmjs.org/path-scurry set size:undefined disposed:false
1315 http fetch GET 200 https://registry.npmjs.org/pngjs 664ms (cache miss)
1316 silly packumentCache corgi:https://registry.npmjs.org/pngjs set size:undefined disposed:false
1317 http fetch GET 200 https://registry.npmjs.org/plist 666ms (cache miss)
1318 silly packumentCache corgi:https://registry.npmjs.org/plist set size:undefined disposed:false
1319 http fetch GET 200 https://registry.npmjs.org/pretty-format 672ms (cache miss)
1320 silly packumentCache corgi:https://registry.npmjs.org/pretty-format set size:undefined disposed:false
1321 http fetch GET 200 https://registry.npmjs.org/path-exists 675ms (cache miss)
1322 silly packumentCache corgi:https://registry.npmjs.org/path-exists set size:undefined disposed:false
1323 http fetch GET 200 https://registry.npmjs.org/picocolors 677ms (cache miss)
1324 silly packumentCache corgi:https://registry.npmjs.org/picocolors set size:undefined disposed:false
1325 http fetch GET 200 https://registry.npmjs.org/path-key 678ms (cache miss)
1326 silly packumentCache corgi:https://registry.npmjs.org/path-key set size:undefined disposed:false
1327 http fetch GET 200 https://registry.npmjs.org/picomatch 678ms (cache miss)
1328 silly packumentCache corgi:https://registry.npmjs.org/picomatch set size:undefined disposed:false
1329 http fetch GET 200 https://registry.npmjs.org/pirates 680ms (cache miss)
1330 silly packumentCache corgi:https://registry.npmjs.org/pirates set size:undefined disposed:false
1331 http fetch GET 200 https://registry.npmjs.org/parseurl 680ms (cache miss)
1332 silly packumentCache corgi:https://registry.npmjs.org/parseurl set size:undefined disposed:false
1333 http fetch GET 200 https://registry.npmjs.org/path-is-absolute 681ms (cache miss)
1334 silly packumentCache corgi:https://registry.npmjs.org/path-is-absolute set size:undefined disposed:false
1335 http fetch GET 200 https://registry.npmjs.org/p-try 712ms (cache miss)
1336 silly packumentCache corgi:https://registry.npmjs.org/p-try set size:undefined disposed:false
1337 http fetch GET 200 https://registry.npmjs.org/path-parse 715ms (cache miss)
1338 silly packumentCache corgi:https://registry.npmjs.org/path-parse set size:undefined disposed:false
1339 http fetch GET 200 https://registry.npmjs.org/package-json-from-dist 716ms (cache miss)
1340 silly packumentCache corgi:https://registry.npmjs.org/package-json-from-dist set size:undefined disposed:false
1341 http fetch GET 200 https://registry.npmjs.org/scheduler 724ms (cache miss)
1342 silly packumentCache corgi:https://registry.npmjs.org/scheduler set size:undefined disposed:false
1343 http fetch GET 200 https://registry.npmjs.org/p-limit 726ms (cache miss)
1344 silly packumentCache corgi:https://registry.npmjs.org/p-limit set size:undefined disposed:false
1345 http fetch GET 200 https://registry.npmjs.org/parse-png 730ms (cache miss)
1346 silly packumentCache corgi:https://registry.npmjs.org/parse-png set size:undefined disposed:false
1347 http fetch GET 200 https://registry.npmjs.org/ora 732ms (cache miss)
1348 silly packumentCache corgi:https://registry.npmjs.org/ora set size:undefined disposed:false
1349 http fetch GET 200 https://registry.npmjs.org/on-headers 732ms (cache miss)
1350 silly packumentCache corgi:https://registry.npmjs.org/on-headers set size:undefined disposed:false
1351 http fetch GET 200 https://registry.npmjs.org/object-assign 735ms (cache miss)
1352 silly packumentCache corgi:https://registry.npmjs.org/object-assign set size:undefined disposed:false
1353 http fetch GET 200 https://registry.npmjs.org/parse-json 736ms (cache miss)
1354 silly packumentCache corgi:https://registry.npmjs.org/parse-json set size:undefined disposed:false
1355 http fetch GET 200 https://registry.npmjs.org/nwsapi 736ms (cache miss)
1356 silly packumentCache corgi:https://registry.npmjs.org/nwsapi set size:undefined disposed:false
1357 http fetch GET 200 https://registry.npmjs.org/onetime 737ms (cache miss)
1358 silly packumentCache corgi:https://registry.npmjs.org/onetime set size:undefined disposed:false
1359 http fetch GET 200 https://registry.npmjs.org/npm-run-path 738ms (cache miss)
1360 silly packumentCache corgi:https://registry.npmjs.org/npm-run-path set size:undefined disposed:false
1361 http fetch GET 200 https://registry.npmjs.org/on-finished 738ms (cache miss)
1362 silly packumentCache corgi:https://registry.npmjs.org/on-finished set size:undefined disposed:false
1363 http fetch GET 200 https://registry.npmjs.org/once 739ms (cache miss)
1364 silly packumentCache corgi:https://registry.npmjs.org/once set size:undefined disposed:false
1365 http fetch GET 200 https://registry.npmjs.org/open 742ms (cache miss)
1366 silly packumentCache corgi:https://registry.npmjs.org/open set size:undefined disposed:false
1367 http fetch GET 200 https://registry.npmjs.org/nullthrows 742ms (cache miss)
1368 silly packumentCache corgi:https://registry.npmjs.org/nullthrows set size:undefined disposed:false
1369 http fetch GET 200 https://registry.npmjs.org/node-int64 745ms (cache miss)
1370 silly packumentCache corgi:https://registry.npmjs.org/node-int64 set size:undefined disposed:false
1371 http fetch GET 200 https://registry.npmjs.org/npm-package-arg 745ms (cache miss)
1372 silly packumentCache corgi:https://registry.npmjs.org/npm-package-arg set size:undefined disposed:false
1373 http fetch GET 200 https://registry.npmjs.org/parse5 746ms (cache miss)
1374 silly packumentCache corgi:https://registry.npmjs.org/parse5 set size:undefined disposed:false
1375 http fetch GET 200 https://registry.npmjs.org/normalize-path 748ms (cache miss)
1376 silly packumentCache corgi:https://registry.npmjs.org/normalize-path set size:undefined disposed:false
1377 http fetch GET 200 https://registry.npmjs.org/nested-error-stacks 748ms (cache miss)
1378 silly packumentCache corgi:https://registry.npmjs.org/nested-error-stacks set size:undefined disposed:false
1379 http fetch GET 200 https://registry.npmjs.org/ob1 753ms (cache miss)
1380 silly packumentCache corgi:https://registry.npmjs.org/ob1 set size:undefined disposed:false
1381 http fetch GET 200 https://registry.npmjs.org/negotiator 749ms (cache miss)
1382 silly packumentCache corgi:https://registry.npmjs.org/negotiator set size:undefined disposed:false
1383 http fetch GET 200 https://registry.npmjs.org/mz 750ms (cache miss)
1384 silly packumentCache corgi:https://registry.npmjs.org/mz set size:undefined disposed:false
1385 http fetch GET 200 https://registry.npmjs.org/natural-compare 752ms (cache miss)
1386 silly packumentCache corgi:https://registry.npmjs.org/natural-compare set size:undefined disposed:false
1387 http fetch GET 200 https://registry.npmjs.org/ms 753ms (cache miss)
1388 silly packumentCache corgi:https://registry.npmjs.org/ms set size:undefined disposed:false
1389 http fetch GET 200 https://registry.npmjs.org/node-fetch 755ms (cache miss)
1390 silly packumentCache corgi:https://registry.npmjs.org/node-fetch set size:undefined disposed:false
1391 http fetch GET 200 https://registry.npmjs.org/nanoid 756ms (cache miss)
1392 silly packumentCache corgi:https://registry.npmjs.org/nanoid set size:undefined disposed:false
1393 http fetch GET 200 https://registry.npmjs.org/react-refresh 768ms (cache miss)
1394 silly packumentCache corgi:https://registry.npmjs.org/react-refresh set size:undefined disposed:false
1395 http fetch GET 200 https://registry.npmjs.org/mkdirp 770ms (cache miss)
1396 silly packumentCache corgi:https://registry.npmjs.org/mkdirp set size:undefined disposed:false
1397 http fetch GET 200 https://registry.npmjs.org/node-forge 774ms (cache miss)
1398 silly packumentCache corgi:https://registry.npmjs.org/node-forge set size:undefined disposed:false
1399 http fetch GET 200 https://registry.npmjs.org/napi-postinstall 776ms (cache miss)
1400 silly packumentCache corgi:https://registry.npmjs.org/napi-postinstall set size:undefined disposed:false
1401 http fetch GET 200 https://registry.npmjs.org/neo-async 781ms (cache miss)
1402 silly packumentCache corgi:https://registry.npmjs.org/neo-async set size:undefined disposed:false
1403 http fetch GET 200 https://registry.npmjs.org/minimist 783ms (cache miss)
1404 silly packumentCache corgi:https://registry.npmjs.org/minimist set size:undefined disposed:false
1405 http fetch GET 200 https://registry.npmjs.org/min-indent 783ms (cache miss)
1406 silly packumentCache corgi:https://registry.npmjs.org/min-indent set size:undefined disposed:false
1407 http fetch GET 200 https://registry.npmjs.org/minizlib 785ms (cache miss)
1408 silly packumentCache corgi:https://registry.npmjs.org/minizlib set size:undefined disposed:false
1409 http fetch GET 200 https://registry.npmjs.org/mime-types 785ms (cache miss)
1410 silly packumentCache corgi:https://registry.npmjs.org/mime-types set size:undefined disposed:false
1411 http fetch GET 200 https://registry.npmjs.org/mime 788ms (cache miss)
1412 silly packumentCache corgi:https://registry.npmjs.org/mime set size:undefined disposed:false
1413 http fetch GET 200 https://registry.npmjs.org/micromatch 788ms (cache miss)
1414 silly packumentCache corgi:https://registry.npmjs.org/micromatch set size:undefined disposed:false
1415 http fetch GET 200 https://registry.npmjs.org/minipass 791ms (cache miss)
1416 silly packumentCache corgi:https://registry.npmjs.org/minipass set size:undefined disposed:false
1417 http fetch GET 200 https://registry.npmjs.org/metro-transform-worker 792ms (cache miss)
1418 silly packumentCache corgi:https://registry.npmjs.org/metro-transform-worker set size:undefined disposed:false
1419 http fetch GET 200 https://registry.npmjs.org/metro-symbolicate 792ms (cache miss)
1420 silly packumentCache corgi:https://registry.npmjs.org/metro-symbolicate set size:undefined disposed:false
1421 http fetch GET 200 https://registry.npmjs.org/node-releases 793ms (cache miss)
1422 silly packumentCache corgi:https://registry.npmjs.org/node-releases set size:undefined disposed:false
1423 http fetch GET 200 https://registry.npmjs.org/minimatch 795ms (cache miss)
1424 silly packumentCache corgi:https://registry.npmjs.org/minimatch set size:undefined disposed:false
1425 http fetch GET 200 https://registry.npmjs.org/metro-transform-plugins 797ms (cache miss)
1426 silly packumentCache corgi:https://registry.npmjs.org/metro-transform-plugins set size:undefined disposed:false
1427 http fetch GET 200 https://registry.npmjs.org/metro-source-map 806ms (cache miss)
1428 silly packumentCache corgi:https://registry.npmjs.org/metro-source-map set size:undefined disposed:false
1429 http fetch GET 200 https://registry.npmjs.org/mime-db 811ms (cache miss)
1430 silly packumentCache corgi:https://registry.npmjs.org/mime-db set size:undefined disposed:false
1431 http fetch GET 200 https://registry.npmjs.org/merge-stream 812ms (cache miss)
1432 silly packumentCache corgi:https://registry.npmjs.org/merge-stream set size:undefined disposed:false
1433 http fetch GET 200 https://registry.npmjs.org/math-intrinsics 815ms (cache miss)
1434 silly packumentCache corgi:https://registry.npmjs.org/math-intrinsics set size:undefined disposed:false
1435 http fetch GET 200 https://registry.npmjs.org/metro-resolver 816ms (cache miss)
1436 silly packumentCache corgi:https://registry.npmjs.org/metro-resolver set size:undefined disposed:false
1437 http fetch GET 200 https://registry.npmjs.org/memoize-one 817ms (cache miss)
1438 silly packumentCache corgi:https://registry.npmjs.org/memoize-one set size:undefined disposed:false
1439 http fetch GET 200 https://registry.npmjs.org/marky 817ms (cache miss)
1440 silly packumentCache corgi:https://registry.npmjs.org/marky set size:undefined disposed:false
1441 http fetch GET 200 https://registry.npmjs.org/metro-runtime 819ms (cache miss)
1442 silly packumentCache corgi:https://registry.npmjs.org/metro-runtime set size:undefined disposed:false
1443 http fetch GET 200 https://registry.npmjs.org/metro-cache-key 820ms (cache miss)
1444 silly packumentCache corgi:https://registry.npmjs.org/metro-cache-key set size:undefined disposed:false
1445 http fetch GET 200 https://registry.npmjs.org/metro-file-map 821ms (cache miss)
1446 silly packumentCache corgi:https://registry.npmjs.org/metro-file-map set size:undefined disposed:false
1447 http fetch GET 200 https://registry.npmjs.org/metro-config 823ms (cache miss)
1448 silly packumentCache corgi:https://registry.npmjs.org/metro-config set size:undefined disposed:false
1449 http fetch GET 200 https://registry.npmjs.org/metro-cache 824ms (cache miss)
1450 silly packumentCache corgi:https://registry.npmjs.org/metro-cache set size:undefined disposed:false
1451 http fetch GET 200 https://registry.npmjs.org/react-is 837ms (cache miss)
1452 silly packumentCache corgi:https://registry.npmjs.org/react-is set size:undefined disposed:false
1453 http fetch GET 200 https://registry.npmjs.org/metro-minify-terser 832ms (cache miss)
1454 silly packumentCache corgi:https://registry.npmjs.org/metro-minify-terser set size:undefined disposed:false
1455 http fetch GET 200 https://registry.npmjs.org/makeerror 831ms (cache miss)
1456 silly packumentCache corgi:https://registry.npmjs.org/makeerror set size:undefined disposed:false
1457 http fetch GET 200 https://registry.npmjs.org/loose-envify 841ms (cache miss)
1458 silly packumentCache corgi:https://registry.npmjs.org/loose-envify set size:undefined disposed:false
1459 http fetch GET 200 https://registry.npmjs.org/metro 849ms (cache miss)
1460 silly packumentCache corgi:https://registry.npmjs.org/metro set size:undefined disposed:false
1461 http fetch GET 200 https://registry.npmjs.org/make-error 852ms (cache miss)
1462 silly packumentCache corgi:https://registry.npmjs.org/make-error set size:undefined disposed:false
1463 http fetch GET 200 https://registry.npmjs.org/lodash.throttle 852ms (cache miss)
1464 silly packumentCache corgi:https://registry.npmjs.org/lodash.throttle set size:undefined disposed:false
1465 http fetch GET 200 https://registry.npmjs.org/lodash 854ms (cache miss)
1466 silly packumentCache corgi:https://registry.npmjs.org/lodash set size:undefined disposed:false
1467 http fetch GET 200 https://registry.npmjs.org/react-test-renderer 868ms (cache miss)
1468 silly packumentCache corgi:https://registry.npmjs.org/react-test-renderer set size:undefined disposed:false
1469 http fetch GET 200 https://registry.npmjs.org/lodash.debounce 863ms (cache miss)
1470 silly packumentCache corgi:https://registry.npmjs.org/lodash.debounce set size:undefined disposed:false
1471 http fetch GET 200 https://registry.npmjs.org/lightningcss 864ms (cache miss)
1472 silly packumentCache corgi:https://registry.npmjs.org/lightningcss set size:undefined disposed:false
1473 http fetch GET 200 https://registry.npmjs.org/log-symbols 866ms (cache miss)
1474 silly packumentCache corgi:https://registry.npmjs.org/log-symbols set size:undefined disposed:false
1475 http fetch GET 200 https://registry.npmjs.org/lines-and-columns 869ms (cache miss)
1476 silly packumentCache corgi:https://registry.npmjs.org/lines-and-columns set size:undefined disposed:false
1477 http fetch GET 200 https://registry.npmjs.org/lodash.memoize 872ms (cache miss)
1478 silly packumentCache corgi:https://registry.npmjs.org/lodash.memoize set size:undefined disposed:false
1479 http fetch GET 200 https://registry.npmjs.org/leven 871ms (cache miss)
1480 silly packumentCache corgi:https://registry.npmjs.org/leven set size:undefined disposed:false
1481 http fetch GET 200 https://registry.npmjs.org/metro-core 873ms (cache miss)
1482 silly packumentCache corgi:https://registry.npmjs.org/metro-core set size:undefined disposed:false
1483 http fetch GET 200 https://registry.npmjs.org/lan-network 873ms (cache miss)
1484 silly packumentCache corgi:https://registry.npmjs.org/lan-network set size:undefined disposed:false
1485 http fetch GET 200 https://registry.npmjs.org/lighthouse-logger 873ms (cache miss)
1486 silly packumentCache corgi:https://registry.npmjs.org/lighthouse-logger set size:undefined disposed:false
1487 http fetch GET 200 https://registry.npmjs.org/lru-cache 874ms (cache miss)
1488 silly packumentCache corgi:https://registry.npmjs.org/lru-cache set size:undefined disposed:false
1489 http fetch GET 200 https://registry.npmjs.org/metro-babel-transformer 879ms (cache miss)
1490 silly packumentCache corgi:https://registry.npmjs.org/metro-babel-transformer set size:undefined disposed:false
1491 http fetch GET 200 https://registry.npmjs.org/react-dom 892ms (cache miss)
1492 silly packumentCache corgi:https://registry.npmjs.org/react-dom set size:undefined disposed:false
1493 http fetch GET 200 https://registry.npmjs.org/mimic-fn 891ms (cache miss)
1494 silly packumentCache corgi:https://registry.npmjs.org/mimic-fn set size:undefined disposed:false
1495 http fetch GET 200 https://registry.npmjs.org/js-yaml 893ms (cache miss)
